,Closest Match,Medicine Name,Active Ingredients,Product Number,List of Excipients,Dosage Form,Formulated compound SMILES,Parent compound SMILES,Parent ChEMBL ID
543,OLANZAPINE,Olanzapine Teva,['OLANZAPINE'],EMEA/H/C/000810,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'POLYDEXTROSE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'HYDROXYPROPYLCELLULOSE', 'GLYCEROL TRIACETATE', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'CROSPOVIDONE']",Tablet,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,CHEMBL715
544,OLANZAPINE,Olanzapine Teva,['OLANZAPINE'],EMEA/H/C/000810,"['MALTODEXTRIN', 'MANNITOL', 'ALPHA-TOCOPHEROL', 'LACTOSE MONOHYDRATE', 'ASPARTAME', 'MAGNESIUM STEARATE', 'SUCROSE', 'FLAVOUR', 'HYDROXYPROPYLCELLULOSE', 'GLYCEROL TRIACETATE', 'ACACIA', 'CROSPOVIDONE']",Orodispersible Tablet,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,CHEMBL715
545,GLIBENCLAMIDE,Amglidia,['GLIBENCLAMIDE'],EMEA/H/C/004379,"['XANTHAN GUM', 'LACTIC ACID', 'WATER', 'HYDROXYETHYLCELLULOSE', 'SODIUM BENZOATE', 'SODIUM CITRATE']",Suspension,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CHEMBL472
546,CHOLIC ACID,Orphacol,['CHOLIC ACID'],EMEA/H/C/001250,"['TITANIUM DIOXIDE', 'GELATIN', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'INDIGO CARMINE']",Hard Capsule,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,CHEMBL205596
547,RIVASTIGMINE HYDROGEN TARTRATE,Rivastigmine Sandoz,['RIVASTIGMINE'],EMEA/H/C/001183,"['TITANIUM DIOXIDE', 'GELATIN', 'MICROCRYSTALLINE CELLULOSE', 'SHELLAC', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'PRINTING INK', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS']",Hard Capsule,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,CHEMBL636
548,RIVASTIGMINE HYDROGEN TARTRATE,Rivastigmine Sandoz,['RIVASTIGMINE'],EMEA/H/C/001183,"['QUINOLINE YELLOW', 'WATER', 'SODIUM BENZOATE', 'SODIUM CITRATE', 'CITRIC ACID']",Solution,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,CHEMBL636
549,IBRUTINIB,Imbruvica,['IBRUTINIB'],EMEA/H/C/003791,"['TITANIUM DIOXIDE', 'GELATIN', 'MICROCRYSTALLINE CELLULOSE', 'SHELLAC', 'MAGNESIUM STEARATE', 'PRINTING INK', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'SODIUM LAURIL SULFATE', 'CROSCARMELLOSE SODIUM']",Hard Capsule,C=CC(=O)N1CCC[C@H](C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL1873475
550,IBRUTINIB,Imbruvica,['IBRUTINIB'],EMEA/H/C/003791,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POVIDONE', 'POLYVINYL ALCOHOL', 'TALC', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM LAURIL SULFATE', 'CROSCARMELLOSE SODIUM']",Tablet,C=CC(=O)N1CCC[C@H](C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL1873475
551,LENALIDOMIDE,Lenalidomide Accord,['LENALIDOMIDE'],EMEA/H/C/004857,"['TITANIUM DIOXIDE', 'GELATIN', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE', 'MAGNESIUM STEARATE', 'PRINTING INK', 'SILICON DIOXIDE, ANHYDROUS', 'CROSCARMELLOSE SODIUM']",Hard Capsule,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,CHEMBL848
552,RISDIPLAM,Evrysdi,['RISDIPLAM'],EMEA/H/C/005145,"['MANNITOL', 'SUCRALOSE', 'POLYETHYLENE GLYCOL', 'FLAVOUR', 'TARTARIC ACID', 'SODIUM BENZOATE', 'ASCORBIC ACID', 'ISOMALT', 'DISODIUM EDETATE DIHYDRATE']",Powder for Solution,CC1=CC(=NN2C1=NC(=C2)C)C3=CC(=O)N4C=C(C=CC4=N3)N5CCNC6(C5)CC6,Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,CHEMBL4297528
553,BRIGATINIB,Alunbrig,['BRIGATINIB'],EMEA/H/C/004248,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'HYDROPHOBIC COLLOIDAL SILICA', 'SODIUM STARCH GLYCOLATE', 'TALC']",Tablet,CN1CCN(CC1)C2CCN(CC2)C3=CC(=C(C=C3)NC4=NC=C(C(=N4)NC5=CC=CC=C5P(=O)(C)C)Cl)OC,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,CHEMBL3545311
554,TAFAMIDIS MEGLUMINE,Vyndaqel,['TAFAMIDIS'],EMEA/H/C/002294,"['POLYSORBATE', 'ETHANOL', 'SORBITOL', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'POLYVINYL ACETATE PHTHALATE', 'CARMINE', 'PRINTING INK', 'POLYETHYLENE GLYCOL', 'SORBITAN MONOOLEATE', 'ISOPROPYL ALCOHOL', 'TITANIUM DIOXIDE', 'WATER', 'SORBITAN', 'GLYCEROL', 'MANNITOL', 'GELATIN', 'BRILLIANT BLUE', 'AMMONIUM HYDROXIDE']",Soft Capsule,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C1=CC2=C(C=C1C(=O)O)OC(=N2)C3=CC(=CC(=C3)Cl)Cl,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,CHEMBL2103837
555,TAFAMIDIS,Vyndaqel,['TAFAMIDIS'],EMEA/H/C/002294,"['TITANIUM DIOXIDE', 'MANNITOL', 'GELATIN', 'POLYSORBATE', 'BUTYLHYDROXYTOLUENE', 'WATER', 'POLYVINYL ACETATE PHTHALATE', 'PRINTING INK', 'ETHANOL', 'POLYETHYLENE GLYCOL', 'SORBITOL', 'SORBITAN', 'POVIDONE', 'ISOPROPYL ALCOHOL', 'AMMONIUM HYDROXIDE', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'GLYCEROL']",Soft Capsule,C1=CC2=C(C=C1C(=O)O)OC(=N2)C3=CC(=CC(=C3)Cl)Cl,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,CHEMBL2103837
556,MIGLUSTAT,Opfolda,['MIGLUSTAT'],EMEA/H/C/005695,"['PREGELATINISED STARCH', 'TITANIUM DIOXIDE', 'GELATIN', 'MICROCRYSTALLINE CELLULOSE', 'SUCRALOSE', 'SHELLAC', 'MAGNESIUM STEARATE', 'PRINTING INK', 'AMMONIA', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'SILICON DIOXIDE, ANHYDROUS', 'POTASSIUM HYDROXIDE']",Hard Capsule,CCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,CHEMBL1029
557,ASCIMINIB HYDROCHLORIDE,Scemblix,['ASCIMINIB HYDROCHLORIDE'],EMEA/H/C/005605,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'XANTHAN GUM', 'LACTOSE MONOHYDRATE', 'LECITHIN', 'MAGNESIUM STEARATE', 'POLYVINYL ALCOHOL', 'TALC', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'CROSCARMELLOSE SODIUM']",Tablet,C1CN(C[C@@H]1O)C2=C(C=C(C=N2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=CC=NN4.Cl,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2ccn[nH]2)c1,CHEMBL4208229
558,TADALAFIL,Adcirca (previously Tadalafil Lilly),['TADALAFIL'],EMEA/H/C/001021,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'TALC', 'HYDROXYPROPYLCELLULOSE', 'GLYCEROL TRIACETATE', 'IRON OXIDE', 'SODIUM LAURIL SULFATE', 'CROSCARMELLOSE SODIUM']",Tablet,CN1CC(=O)N2[C@@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,CHEMBL779
559,TADALAFIL,Adcirca (previously Tadalafil Lilly),['TADALAFIL'],EMEA/H/C/001021,"['POLYSORBATE', 'SIMETHICONE', 'MICROCRYSTALLINE CELLULOSE', 'XANTHAN GUM', 'SORBIC ACID', 'SUCRALOSE', 'WATER', 'SORBITOL', 'FLAVOUR', 'METHYLCELLULOSE', 'SODIUM BENZOATE', 'SODIUM CITRATE', 'SILICON DIOXIDE, ANHYDROUS', 'CITRIC ACID', 'CARMELLOSE SODIUM']",Suspension,CN1CC(=O)N2[C@@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,CHEMBL779
560,MERCAPTAMINE BITARTRATE,Procysbi,['MERCAPTAMINE BITARTRATE'],EMEA/H/C/002465,"['TITANIUM DIOXIDE', 'METHACRYLIC ACID AND ETHYL ACRYLATE CO-POLYMERS', 'GELATIN', 'MICROCRYSTALLINE CELLULOSE', 'SHELLAC', 'HYPROMELLOSE', 'PRINTING INK', 'POVIDONE', 'SODIUM LAURIL SULFATE', 'INDIGO CARMINE', 'TALC', 'TRIETHYL CITRATE']",Gastro-Resistant Hard Capsule,C(CS)N.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,NCCS,CHEMBL602
561,MERCAPTAMINE BITARTRATE,Procysbi,['MERCAPTAMINE BITARTRATE'],EMEA/H/C/002465,"['METHACRYLIC ACID AND ETHYL ACRYLATE CO-POLYMERS', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'SODIUM LAURIL SULFATE', 'TALC', 'TRIETHYL CITRATE']",Granules,C(CS)N.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,NCCS,CHEMBL602
562,THALIDOMIDE,Thalidomide BMS (previously Thalidomide Celgene),['THALIDOMIDE'],EMEA/H/C/000823,"['PREGELATINISED STARCH', 'TITANIUM DIOXIDE', 'GELATIN', 'SHELLAC', 'MAGNESIUM STEARATE', 'PRINTING INK', 'IRON OXIDE', 'PROPYLENE GLYCOL']",Hard Capsule,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CHEMBL468
563,SELPERCATINIB,Retsevmo,['SELPERCATINIB'],EMEA/H/C/005375,"['TITANIUM DIOXIDE', 'GELATIN', 'MICROCRYSTALLINE CELLULOSE', 'SHELLAC', 'WATER', 'BRILLIANT BLUE', 'PRINTING INK', 'ETHANOL', 'AMMONIA', 'ISOPROPYL ALCOHOL', 'BUTANOL', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'SILICON DIOXIDE, ANHYDROUS', 'POTASSIUM HYDROXIDE']",Hard Capsule,CC(C)(COC1=CN2C(=C(C=N2)C#N)C(=C1)C3=CN=C(C=C3)N4CC5CC(C4)N5CC6=CN=C(C=C6)OC)O,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,CHEMBL4559134
564,LAROTRECTINIB SULFATE,Vitrakvi,['LAROTRECTINIB SULFATE'],EMEA/H/C/004919,"['TITANIUM DIOXIDE', 'GELATIN', 'SHELLAC', 'PRINTING INK', 'DIMETHICONE', 'PROPYLENE GLYCOL', 'INDIGO CARMINE']",Hard Capsule,C1C[C@@H](N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CC[C@@H](C4)O)C5=C(C=CC(=C5)F)F.OS(=O)(=O)O,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,CHEMBL3889654
565,LAROTRECTINIB SULFATE,Vitrakvi,['LAROTRECTINIB SULFATE'],EMEA/H/C/004919,"['SODIUM DIHYDROGEN PHOSPHATE DIHYDRATE', 'WATER', 'POTASSIUM SORBATE', 'METHYLPARAHYDROXYBENZOATE', 'SUCROSE', 'SORBITOL', 'FLAVOUR', 'PROPYLENE GLYCOL', 'SODIUM CITRATE', 'GLYCEROL', 'CITRIC ACID', 'HYDROXYPROPYLBETADEX']",Solution,C1C[C@@H](N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CC[C@@H](C4)O)C5=C(C=CC(=C5)F)F.OS(=O)(=O)O,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,CHEMBL3889654
566,LAROTRECTINIB SULFATE,Vitrakvi,['LAROTRECTINIB SULFATE'],EMEA/H/C/004919,"['SUCRALOSE', 'WATER', 'FLAVOUR', 'SODIUM BENZOATE', 'SODIUM CITRATE', 'CITRIC ACID', 'HYDROXYPROPYLBETADEX']",Solution,C1C[C@@H](N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CC[C@@H](C4)O)C5=C(C=CC(=C5)F)F.OS(=O)(=O)O,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,CHEMBL3889654
567,TADALAFIL,Tadalafil Lilly,['TADALAFIL'],EMEA/H/C/004666,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'TALC', 'HYDROXYPROPYLCELLULOSE', 'GLYCEROL TRIACETATE', 'IRON OXIDE', 'SODIUM LAURIL SULFATE', 'CROSCARMELLOSE SODIUM']",Tablet,CN1CC(=O)N2[C@@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,CHEMBL779
568,OLAPARIB,Lynparza,['OLAPARIB'],EMEA/H/C/003726,"['TITANIUM DIOXIDE', 'MANNITOL', 'HYPROMELLOSE', 'SODIUM STEARYL FUMARATE', 'POLYETHYLENE GLYCOL', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'COPOVIDONE']",Tablet,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,CHEMBL521686
569,SITAGLIPTIN PHOSPHATE MONOHYDRATE,Ristaben,['SITAGLIPTIN'],EMEA/H/C/001234,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'PROPYL GALLATE', 'MAGNESIUM STEARATE', 'SODIUM STEARYL FUMARATE', 'POLYVINYL ALCOHOL', 'CALCIUM HYDROGEN PHOSPHATE', 'POLYETHYLENE GLYCOL', 'TALC', 'IRON OXIDE', 'CROSCARMELLOSE SODIUM']",Tablet,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N.O.OP(=O)(O)O,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CHEMBL1422
570,CABOTEGRAVIR SODIUM,Apretude,['CABOTEGRAVIR'],EMEA/H/C/005756,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'POLYETHYLENE GLYCOL', 'SODIUM STARCH GLYCOLATE']",Tablet,C[C@H]1CO[C@H]2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)[O-].[Na+],C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,CHEMBL2403238
571,DIMETHYL FUMARATE,Tecfidera,['DIMETHYL FUMARATE'],EMEA/H/C/002601,"['TITANIUM DIOXIDE', 'METHACRYLIC ACID AND ETHYL ACRYLATE CO-POLYMERS', 'SIMETHICONE', 'MICROCRYSTALLINE CELLULOSE', 'POLYSORBATE', 'GELATIN', 'SHELLAC', 'POTASSIUM HYDROXIDE', 'BRILLIANT BLUE', 'MAGNESIUM STEARATE', 'CROSCARMELLOSE SODIUM', 'METHACRYLIC ACID AND METHYL METHACRYLATE CO-POLYMERS', 'IRON OXIDE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM LAURIL SULFATE', 'TALC', 'TRIETHYL CITRATE']",Gastro-Resistant Hard Capsule,COC(=O)/C=C/C(=O)OC,COC(=O)/C=C/C(=O)OC,CHEMBL2107333
572,ERTUGLIFLOZIN L-PYROGLUTAMIC ACID,Steglujan,"['ERTUGLIFLOZIN L-PYROGLUTAMIC ACID', 'SITAGLIPTIN PHOSPHATE MONOHYDRATE']",EMEA/H/C/004313,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'PROPYL GALLATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'SODIUM STEARYL FUMARATE', 'CALCIUM HYDROGEN PHOSPHATE', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'CARNAUBA WAX', 'CROSCARMELLOSE SODIUM']",Tablet,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@@]34[C@@H]([C@H]([C@@H]([C@@](O3)(CO4)CO)O)O)O)Cl.C1CC(=O)N[C@@H]1C(=O)O,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1,CHEMBL1770248
573,SITAGLIPTIN PHOSPHATE MONOHYDRATE,Steglujan,"['ERTUGLIFLOZIN L-PYROGLUTAMIC ACID', 'SITAGLIPTIN PHOSPHATE MONOHYDRATE']",EMEA/H/C/004313,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'PROPYL GALLATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'SODIUM STEARYL FUMARATE', 'CALCIUM HYDROGEN PHOSPHATE', 'HYDROXYPROPYLCELLULOSE', 'IRON OXIDE', 'CARNAUBA WAX', 'CROSCARMELLOSE SODIUM']",Tablet,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N.O.OP(=O)(O)O,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CHEMBL1422
574,SITAGLIPTIN PHOSPHATE MONOHYDRATE,Tesavel,['SITAGLIPTIN'],EMEA/H/C/000910,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'PROPYL GALLATE', 'MAGNESIUM STEARATE', 'SODIUM STEARYL FUMARATE', 'POLYVINYL ALCOHOL', 'CALCIUM HYDROGEN PHOSPHATE', 'POLYETHYLENE GLYCOL', 'TALC', 'IRON OXIDE', 'CROSCARMELLOSE SODIUM']",Tablet,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N.O.OP(=O)(O)O,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CHEMBL1422
575,SITAGLIPTIN PHOSPHATE MONOHYDRATE,Januvia,['SITAGLIPTIN'],EMEA/H/C/000722,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'SODIUM STEARYL FUMARATE', 'POLYVINYL ALCOHOL', 'CALCIUM HYDROGEN PHOSPHATE', 'POLYETHYLENE GLYCOL', 'TALC', 'IRON OXIDE', 'CROSCARMELLOSE SODIUM']",Tablet,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N.O.OP(=O)(O)O,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CHEMBL1422
576,RITLECITINIB TOSILATE,Litfulo,['RITLECITINIB TOSILATE'],EMEA/H/C/006025,"['TITANIUM DIOXIDE', 'GLYCEROL DIBEHENATE', 'MICROCRYSTALLINE CELLULOSE', 'POTASSIUM HYDROXIDE', 'LACTOSE MONOHYDRATE', 'SHELLAC', 'HYPROMELLOSE', 'BRILLIANT BLUE', 'PRINTING INK', 'AMMONIA', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'CROSPOVIDONE']",Hard Capsule,C[C@H]1CC[C@H](CN1C(=O)C=C)NC2=NC=NC3=C2C=CN3.CC1=CC=C(C=C1)S(=O)(=O)O,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,CHEMBL4085457
577,METHYLTHIONINIUM CHLORIDE,Lumeblue (previously known as Methylthioninium chloride Cosmo),['METHYLTHIONINIUM CHLORIDE'],EMEA/H/C/002776,"['TITANIUM DIOXIDE', 'MANNITOL', 'MICROCRYSTALLINE CELLULOSE', 'LECITHIN', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'STEARIC ACID', 'METHACRYLIC ACID AND METHYL METHACRYLATE CO-POLYMERS', 'SILICON DIOXIDE, ANHYDROUS', 'TALC', 'TRIETHYL CITRATE']",Prolonged-Release Tablet,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-],CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,CHEMBL191083
578,PREGABALIN,Lyrica,['PREGABALIN'],EMEA/H/C/000546,"['TITANIUM DIOXIDE', 'GELATIN', 'LACTOSE MONOHYDRATE', 'WATER', 'SHELLAC', 'PRINTING INK', 'TALC', 'IRON OXIDE', 'PROPYLENE GLYCOL', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM LAURIL SULFATE', 'MAIZE STARCH', 'POTASSIUM HYDROXIDE']",Hard Capsule,CC(C)C[C@@H](CC(=O)O)CN,CC(C)C[C@H](CN)CC(=O)O,CHEMBL1059
579,PREGABALIN,Lyrica,['PREGABALIN'],EMEA/H/C/000546,"['PROPYL PARAHYDROXYBENZOATE', 'DISODIUM HYDROGEN PHOSPHATE', 'SUCRALOSE', 'METHYLPARAHYDROXYBENZOATE', 'WATER', 'SODIUM DIHYDROGEN PHOSPHATE', 'FLAVOUR']",Solution,CC(C)C[C@@H](CC(=O)O)CN,CC(C)C[C@H](CN)CC(=O)O,CHEMBL1059
580,CHENODEOXYCHOLIC ACID,Chenodeoxycholic acid Leadiant (previously known as Chenodeoxycholic acid sigma-tau),['CHENODEOXYCHOLIC ACID'],EMEA/H/C/004061,"['TITANIUM DIOXIDE', 'GELATIN', 'QUINOLINE YELLOW', 'MAGNESIUM STEARATE', 'ERYTHROSINE', 'SILICON DIOXIDE, ANHYDROUS', 'MAIZE STARCH']",Hard Capsule,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL240597
581,TOLVAPTAN,Jinarc,['TOLVAPTAN'],EMEA/H/C/002788,"['MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE', 'HYDROXYPROPYLCELLULOSE', 'INDIGO CARMINE', 'MAIZE STARCH']",Tablet,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,CHEMBL344159
582,SILDENAFIL CITRATE,Viagra,['SILDENAFIL'],EMEA/H/C/000202,"['TITANIUM DIOXIDE', 'MICROCRYSTALLINE CELLULOSE', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'MAGNESIUM STEARATE', 'CALCIUM HYDROGEN PHOSPHATE', 'GLYCEROL TRIACETATE', 'INDIGO CARMINE', 'CROSCARMELLOSE SODIUM']",Tablet,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12,CHEMBL192
583,MELATONIN,Melatonin Neurim,['MELATONIN'],EMEA/H/C/005603,"['CALCIUM HYDROGEN PHOSPHATE DIHYDRATE', 'LACTOSE MONOHYDRATE', 'POLYMETHACRYLATES', 'MAGNESIUM STEARATE', 'SILICON DIOXIDE, ANHYDROUS', 'TALC']",Prolonged-Release Tablet,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,CHEMBL45
